hand,synonyms,YOUR NAME,1,2,3,4,5,6,7,TARGET ADJECTIVE,ANSWERS
"['My_First_Kiss', 'A_School_Bus', 'Rock_Candy', 'Martha_Stewart', 'Blood', 'The_San_Andreas_Fault', 'Fuzz']","['stinky', 'odorous', 'rank']",,My_First_Kiss,A_School_Bus,Rock_Candy,Martha_Stewart,Blood,The_San_Andreas_Fault,Fuzz,Smelly,25
"['Carpenters', 'Meatloaf', 'Bagels_And_Lox', 'Meryl_Streep', 'Detroit', 'Steve_Martin', 'Talk_Radio']","['classic', 'ageless', 'well-established']",,Carpenters,Meatloaf,Bagels_And_Lox,Meryl_Streep,Detroit,Steve_Martin,Talk_Radio,Timeless,46
"['The_Internet', 'Riding_A_Horse', 'Meat_and_Potatoes', 'Lemon_Meringue_Pie', 'Last_Night', 'Losing_Your_Job', 'Will_Smith']","['plain', 'easy']",,The_Internet,Riding_A_Horse,Meat_and_Potatoes,Lemon_Meringue_Pie,Last_Night,Losing_Your_Job,Will_Smith,Simple,3
"['Jim_Carrey', 'Venus_and_Mars', 'NASCAR', 'Barney', 'Crystal_Balls', 'Julia_Roberts', 'An_Igloo']","['dull', 'tedious', 'monotonous']",,Jim_Carrey,Venus_and_Mars,NASCAR,Barney,Crystal_Balls,Julia_Roberts,An_Igloo,Boring,3
"['Elmo', 'Being_In_Love', 'Jesse_Jackson', 'The_Cold_War', 'Early_Morning', 'Paying_Taxes', 'China']","['scarce', 'unusual', 'half-cooked']",,Elmo,Being_In_Love,Jesse_Jackson,The_Cold_War,Early_Morning,Paying_Taxes,China,Rare,2
"['Magic_Tricks', 'The_Lunchroom', 'Velcro', 'Killer_Whales', 'A_Refrigerator', 'A_Hole_In_One', 'Socks']","['hearty', 'robust', 'wholesome']",,Magic_Tricks,The_Lunchroom,Velcro,Killer_Whales,A_Refrigerator,A_Hole_In_One,Socks,Healthy,?
"['Pine_Trees', 'My_High_School_Prom', 'Communists', 'High_Heels', 'Fast_Food', 'Sugar', 'Treehouse']","['trivial', 'silly', 'shallow']",,Pine_Trees,My_High_School_Prom,Communists,High_Heels,Fast_Food,Sugar,Treehouse,Frivolous,5
"['Swiss_Chocolate', 'Heaven_and_Hell', 'NYPD', 'Fishing', 'Alligators', 'Quicksand', 'Pickles']","['gooey', 'mushy', 'romantic']",,Swiss_Chocolate,Heaven_and_Hell,NYPD,Fishing,Alligators,Quicksand,Pickles,Sappy,2
"['Big_Dogs', 'Pilots', 'The_Three_Tenors', 'Baked_Beans', 'Thelma_and_Louise', 'Going_To_School', 'Climbing_A_Tree']","['pleasurable', 'entertaining', 'fun']",,Big_Dogs,Pilots,The_Three_Tenors,Baked_Beans,Thelma_and_Louise,Going_To_School,Climbing_A_Tree,Enjoyable,17
"['Rock_Concert', 'Rock_And_Roll', 'Toes', 'My_Refrigerator', 'Ear_Wax', 'Fortune_Teller', 'Tarred_and_Feathered']","['thrilling', 'startling', 'melodramatic']",,Rock_Concert,Rock_And_Roll,Toes,My_Refrigerator,Ear_Wax,Fortune_Teller,Tarred_and_Feathered,Sensational,126
"['Men_In_Black', 'Panning_For_Gold', 'Pomp_and_Circumstance', 'Dollars_and_Cents', 'The_Cold_War', 'Car_Bombs', 'David_Letterman']","['classic', 'ageless', 'well-established']",,Men_In_Black,Panning_For_Gold,Pomp_and_Circumstance,Dollars_and_Cents,The_Cold_War,Car_Bombs,David_Letterman,Timeless,?
"['Bears', 'Viagra', 'Miles_Davis', 'School_Pictures', 'The_Princess_and_The_Pea', 'Electric_Eels', 'School_Lunch']","['pleasant', 'kind']",,Bears,Viagra,Miles_Davis,School_Pictures,The_Princess_and_The_Pea,Electric_Eels,School_Lunch,Nice,?
"['Lady_and_The_Tramp', 'The_KKK', 'Whoopie_Goldberg', 'Stamp_Collecting', 'Denzel_Washington', 'The_Zoo', 'The_Academy_Awards']","['affectionate', 'comforting', 'welcoming']",,Lady_and_The_Tramp,The_KKK,Whoopie_Goldberg,Stamp_Collecting,Denzel_Washington,The_Zoo,The_Academy_Awards,Friendly,3
"['E-Mail', 'A_Bull_Fight', 'Tulips', 'Looney_Tunes', 'Dating', 'Machine_Guns', 'Clouds']","['idealistic', 'prophetic', 'far-seeing']",,E-Mail,A_Bull_Fight,Tulips,Looney_Tunes,Dating,Machine_Guns,Clouds,Visionary,1
"['Tattoo_Parlors', 'Funerals', 'Having_A_Baby', 'Family_Values', 'Sneezing', 'Swiss_Cheese', 'Road_Kill']","['useful', 'helpful']",,Tattoo_Parlors,Funerals,Having_A_Baby,Family_Values,Sneezing,Swiss_Cheese,Road_Kill,Practical,?
"['The_Three_Stooges', 'Meat_and_Potatoes', 'Flying_A_Kite', 'Horseback_Riding', 'Cleveland', 'Hotdogs', 'My_Mom']","['wealthy', 'affluent', 'moneyed']",,The_Three_Stooges,Meat_and_Potatoes,Flying_A_Kite,Horseback_Riding,Cleveland,Hotdogs,My_Mom,Rich,4
"['Raking_Leaves', 'Lemon_Meringue_Pie', 'Scented_Candles', 'Cows', 'Hanukkah', 'Assault_and_Battery', 'Brain_Surgeons']","['spiritual', 'secretive', 'esoteric']",,Raking_Leaves,Lemon_Meringue_Pie,Scented_Candles,Cows,Hanukkah,Assault_and_Battery,Brain_Surgeons,Mystical,5
"['The_Statue_Of_Liberty', 'Cameras', 'Dog_Food', 'Star_Fruit', 'Oil_Spills', 'Bow_and_Arrows', 'Love_Letters']","['amazing', 'remarkable', 'majestic']",,The_Statue_Of_Liberty,Cameras,Dog_Food,Star_Fruit,Oil_Spills,Bow_and_Arrows,Love_Letters,Awesome,1
"['Vanilla_Pudding', 'Smoke', 'Wrestling', 'Log_Cabins', 'Here_and_There', 'Pi¤atas', 'Confucius']","['not', 'curved', 'direct']",,Vanilla_Pudding,Smoke,Wrestling,Log_Cabins,Here_and_There,Pi¤atas,Confucius,Straight,34
"['Cats_and_Dogs', 'Grapes', 'The_Indy_500', 'Cesar_Chavez', 'Saddam_Hussein', 'Men_In_Black', 'Turkeys']","['conscientious', 'ethical', 'scrupulous']",,Cats_and_Dogs,Grapes,The_Indy_500,Cesar_Chavez,Saddam_Hussein,Men_In_Black,Turkeys,Principled,4
"['Mike_Tyson', ""At_My_Parent's_House"", 'Monitor_and_The_Merrimac', 'Cotton_Candy', 'Family_Reunions', 'Top_Of_A_Rollercoaster', 'Sport_Utility_Vehicles']","['great', 'excellent']",,Mike_Tyson,At_My_Parent's_House,Monitor_and_The_Merrimac,Cotton_Candy,Family_Reunions,Top_Of_A_Rollercoaster,Sport_Utility_Vehicles,Wonderful,6
"['Garth_Brooks', 'Boxing', 'Mice', 'Victorian_England', ""Mom's_Cooking"", 'Bats_and_Balls', 'Coral_Reef']","['puzzling', 'weird']",,Garth_Brooks,Boxing,Mice,Victorian_England,Mom's_Cooking,Bats_and_Balls,Coral_Reef,Confusing,4
"['Cleopatra', 'The_1980s', 'Corn_Flakes', 'Lewis_and_Clark', 'A_Morgue', 'Barbershops', 'Abraham_Lincoln']","['amusing', 'comic', 'odd']",,Cleopatra,The_1980s,Corn_Flakes,Lewis_and_Clark,A_Morgue,Barbershops,Abraham_Lincoln,Funny,2
"['Rollerblading', 'Factories', 'Drunk_Drivers', 'Thomas_Edison', 'Death_Valley', 'Science_Fiction', 'Superman']","['alluring', 'engaging', 'good-looking']",,Rollerblading,Factories,Drunk_Drivers,Thomas_Edison,Death_Valley,Science_Fiction,Superman,Attractive,7
"['Greenpeace', 'Tibet', 'Lifeguard', 'My_Past', 'San_Francisco', 'Wood_Chippers', 'Meat_and_Potatoes']","['interesting', 'attractive']",,Greenpeace,Tibet,Lifeguard,My_Past,San_Francisco,Wood_Chippers,Meat_and_Potatoes,Fascinating,4
"['Florence_Nightengale', 'Jimmy_Stewart', 'Spit', 'Play-Doh', 'Hairballs', 'Herb_Gardens', 'A_Car_Crash']","['insulting', 'vulgar', 'attacking']",,Florence_Nightengale,Jimmy_Stewart,Spit,Play-Doh,Hairballs,Herb_Gardens,A_Car_Crash,Offensive,3
"['The_Opera', 'The_Wright_Brothers', 'Postal_Workers', 'High_School_Football', 'Finger_Painting', 'Canoes', 'Jenna_and_Barbara']","['elderly', 'old', 'antique']",,The_Opera,The_Wright_Brothers,Postal_Workers,High_School_Football,Finger_Painting,Canoes,Jenna_and_Barbara,Ancient,6
"['Birthday_Cake', 'AIDS', 'Hillary_Rodham_Clinton', 'Jacques_Cousteau', 'Water_Parks', 'Hammerhead_Sharks', 'Star_Fruit']","['alluring', 'magnetic', 'charming']",,Birthday_Cake,AIDS,Hillary_Rodham_Clinton,Jacques_Cousteau,Water_Parks,Hammerhead_Sharks,Star_Fruit,Charismatic,4
"['Meryl_Streep', 'Bus_Drivers', 'Whipped_Cream', 'Snoopy_and_The_Red_Barron', 'Greenpeace', 'Monitor_and_The_Merrimac', 'Owls']","['dignified', 'satisfied']",,Meryl_Streep,Bus_Drivers,Whipped_Cream,Snoopy_and_The_Red_Barron,Greenpeace,Monitor_and_The_Merrimac,Owls,Proud,1
"['Witches', 'Julia_Roberts', 'Truck_Drivers', 'Martha_Stewart', 'Rust', 'Mashed_Potatoes', 'Saturn']","['thoughtful', 'contemplative', 'wise']",,Witches,Julia_Roberts,Truck_Drivers,Martha_Stewart,Rust,Mashed_Potatoes,Saturn,Philosophical,?
"['Nuclear_Power_Plants', 'Octopus', 'Death_Valley', 'The_French_Riviera', 'Europe', 'Warts', 'Thunderstorms']","['intelligent', 'ingenious', 'witty']",,Nuclear_Power_Plants,Octopus,Death_Valley,The_French_Riviera,Europe,Warts,Thunderstorms,Clever,12
"['Sleeping_Pills', 'State_Fair', 'The_Great_Barrier_Reef', 'Science_Fiction', 'Incense', 'Liver_And_Onions', 'Milwaukee']","['risky', 'chancy', 'hazardous']",,Sleeping_Pills,State_Fair,The_Great_Barrier_Reef,Science_Fiction,Incense,Liver_And_Onions,Milwaukee,Dangerous,1
"['Feathers', 'The_Williams_Sisters', 'The_NRA', 'Abraham_Lincoln', 'Winning_A_Trophy', 'Taking_A_Bath', 'Country_Music']","['delicate', 'fragile', 'thin']",,Feathers,The_Williams_Sisters,The_NRA,Abraham_Lincoln,Winning_A_Trophy,Taking_A_Bath,Country_Music,Dainty,126
"['Cowboys_and_Indians', 'Stars', 'Zippers', 'Lawyers', 'Wrestling', 'King_Henry_VIII', 'Cary_Grant']","['different', 'eccentric', 'bizarre']",,Cowboys_and_Indians,Stars,Zippers,Lawyers,Wrestling,King_Henry_VIII,Cary_Grant,Odd,5
"['Quicksand', 'Choir_Boys', 'Ball_and_Chain', 'Pi¤atas', 'Bruises', 'Pride_and_Prejudice', 'Boxing']","['frightening', 'electrifying', 'startling']",,Quicksand,Choir_Boys,Ball_and_Chain,Pi¤atas,Bruises,Pride_and_Prejudice,Boxing,Shocking,7
"['Hard_Boiled_Eggs', 'The_Old_Man_And_The_Sea', 'Women', 'Mom_and_Pop', 'Chinatown', 'Ben_Stiller', 'Glue']","['broad', 'thick']",,Hard_Boiled_Eggs,The_Old_Man_And_The_Sea,Women,Mom_and_Pop,Chinatown,Ben_Stiller,Glue,Wide,?
"['Raking_Leaves', 'Ghosts_and_Goblins', 'Water', 'Detroit', 'A_Saw', 'Shopping', 'Going_To_The_Gym']","['effortless', 'gentle', 'promiscuous']",,Raking_Leaves,Ghosts_and_Goblins,Water,Detroit,A_Saw,Shopping,Going_To_The_Gym,Easy,36
"['Supermodels', 'Shrimp', 'Witches', 'Volcanoes', 'Bart_Simpson', 'Romeo_And_Juliet', 'Writing_A_Letter']","['circular', 'ring', 'shaped']",,Supermodels,Shrimp,Witches,Volcanoes,Bart_Simpson,Romeo_And_Juliet,Writing_A_Letter,Round,4
"['Truck_Drivers', 'Lifeguard', 'Cherries', 'Lethal_Injection', 'Wall_Street', 'Mount_Vesuvius', 'The_Ocean']","['complicated', 'hard']",,Truck_Drivers,Lifeguard,Cherries,Lethal_Injection,Wall_Street,Mount_Vesuvius,The_Ocean,Difficult,4
"['Dog_Days', 'Hit_and_Run', 'Ice_and_Snow', 'Mittens', 'Arsenic_and_Old_Lace', 'Snoopy', 'The_Three_Stooges']","['concealed', 'covert', 'veiled']",,Dog_Days,Hit_and_Run,Ice_and_Snow,Mittens,Arsenic_and_Old_Lace,Snoopy,The_Three_Stooges,Secretive,6
"['Brushing_Your_Teeth', 'Cher', 'Swiss_Cheese', 'Muddy_Feet', 'Tyrannosaurus_Rex', 'Garages', 'Breaking_and_Entering']","['pure', 'simple', 'unadorned']",,Brushing_Your_Teeth,Cher,Swiss_Cheese,Muddy_Feet,Tyrannosaurus_Rex,Garages,Breaking_and_Entering,Natural,4
"['A_Flat_Tire', 'Macaroni_and_Cheese', 'Redwood_Forests', 'Flies', 'Wood_Chippers', 'Food_and_Shelter', 'Casinos']","['pure', 'simple', 'unadorned']",,A_Flat_Tire,Macaroni_and_Cheese,Redwood_Forests,Flies,Wood_Chippers,Food_and_Shelter,Casinos,Natural,34
"['Stomach_Ache', 'Watching_Cartoons', 'My_Father', 'Ice', 'My_Room', 'Frisbees', '*NSYNC']","['fun', 'frisky', 'entertaining']",,Stomach_Ache,Watching_Cartoons,My_Father,Ice,My_Room,Frisbees,*NSYNC,Playful,7
"['Pigs', 'Baseball_Fields', 'A_Tree_House', 'Winnie_The_Pooh', 'Spinach', 'Cockles_and_Mussels', 'Beer']","['amazing', 'remarkable', 'majestic']",,Pigs,Baseball_Fields,A_Tree_House,Winnie_The_Pooh,Spinach,Cockles_and_Mussels,Beer,Awesome,27
"['Pine_Cones', 'Ginseng', 'Meat_and_Potatoes', 'Plane_Crashes', 'Telemarketers', 'The_President', 'Sesame_Street']","['crazy', 'funny', 'wacky']",,Pine_Cones,Ginseng,Meat_and_Potatoes,Plane_Crashes,Telemarketers,The_President,Sesame_Street,Zany,7
"['Star_Fruit', 'Drunk_Drivers', 'Greenpeace', 'Baseball_Fields', 'Gravy', 'Teeth', 'Tornadoes']","['kooky', 'foolish', 'nutlike']",,Star_Fruit,Drunk_Drivers,Greenpeace,Baseball_Fields,Gravy,Teeth,Tornadoes,Nutty,?
"['Carnival_Workers', 'A_Surprise', '*NSYNC', 'Power_Drills', 'Florence_Nightengale', 'Pineapple', 'Crazy_Horse']","['respectful', 'well-mannered']",,Carnival_Workers,A_Surprise,*NSYNC,Power_Drills,Florence_Nightengale,Pineapple,Crazy_Horse,Polite,?
"['Pit_Bulls', 'Robert_DeNiro', 'Divorce', 'Knife_and_Fork', 'Swiss_Bank_Accounts', 'Snowboarding', 'Elvis_Presley']","['kooky', 'foolish', 'nutlike']",,Pit_Bulls,Robert_DeNiro,Divorce,Knife_and_Fork,Swiss_Bank_Accounts,Snowboarding,Elvis_Presley,Nutty,?
"['Tobacco_Companies', 'Woody_Allen', 'Country_Music', 'Hummingbirds', ""Mom's_Cooking"", 'Cell_Phones', 'Bullfighting']","['useful', 'helpful']",,Tobacco_Companies,Woody_Allen,Country_Music,Hummingbirds,Mom's_Cooking,Cell_Phones,Bullfighting,Practical,6
"['High_Heels', 'Goldfish', 'Helen_Keller', 'Rock_Concert', 'Mount_Rushmore', 'Birthday_Cake', 'Nuts_and_Bolts']","['male', 'manly', 'virile']",,High_Heels,Goldfish,Helen_Keller,Rock_Concert,Mount_Rushmore,Birthday_Cake,Nuts_and_Bolts,Masculine,457
"['Catherine_Zeta-Jones', 'South_Africa', 'Bee_Stings', 'Frog_and_Toad', 'Zippers', 'The_Circus', 'Actors']","['perky', 'lively', 'spirited']",,Catherine_Zeta-Jones,South_Africa,Bee_Stings,Frog_and_Toad,Zippers,The_Circus,Actors,Spunky,6
"['Large_Mouth_Bass', 'A_Nine_Iron', 'Pink_Flamingos', 'Pineapple', 'Washington,_DC', 'Mountain_Bikes', 'Chutes_and_Ladders']","['very', 'bad', 'horrible']",,Large_Mouth_Bass,A_Nine_Iron,Pink_Flamingos,Pineapple,"Washington,_DC",Mountain_Bikes,Chutes_and_Ladders,Awful,5
"['Rock_Concerts', 'Turkeys', 'Dr._Laura', 'Hangnails', 'Nosebleeds', 'Reading_and_Writing', 'Life_Jackets']","['pleasant', 'kind']",,Rock_Concerts,Turkeys,Dr._Laura,Hangnails,Nosebleeds,Reading_and_Writing,Life_Jackets,Nice,?
"['Spilled_Milk', 'High_School', 'Darth_Vader', 'Butter', 'A_Little_White_Lie', 'The_South', 'Aristotle']","['experienced', 'sophisticated', 'materialistic']",,Spilled_Milk,High_School,Darth_Vader,Butter,A_Little_White_Lie,The_South,Aristotle,Worldly,7
"['Socks', 'New_Shoes', 'Baby_Showers', 'Body_Piercing', 'Running_A_Marathon', 'Pond_Scum', 'Me_and_My_Shadow']","['expert', 'talented']",,Socks,New_Shoes,Baby_Showers,Body_Piercing,Running_A_Marathon,Pond_Scum,Me_and_My_Shadow,Skillful,5
"['Jonah_and_The_Whale', 'Michelle_Pfeiffer', 'Global_Warming', 'Intellectuals', 'Teeth', 'Japan', 'Fishing']","['nice', 'helpful']",,Jonah_and_The_Whale,Michelle_Pfeiffer,Global_Warming,Intellectuals,Teeth,Japan,Fishing,Kind,4
"['Will_Smith', ""Schindler's_List"", 'Water', 'Ghost_Towns', 'Crazy_Horse', 'Floods', 'Gold']","['sloppy', 'disorderly', 'unclean']",,Will_Smith,Schindler's_List,Water,Ghost_Towns,Crazy_Horse,Floods,Gold,Messy,46
"['Black_Lingerie', 'Lox_and_Bagels', 'Yin_and_Yang', 'Stuart_Little', 'Jonah_and_The_Whale', 'Doctors_and_Dentists', 'Barbie_and_Ken']","['cheerful', 'joyous', 'merry']",,Black_Lingerie,Lox_and_Bagels,Yin_and_Yang,Stuart_Little,Jonah_and_The_Whale,Doctors_and_Dentists,Barbie_and_Ken,Jolly,?
"['Toasted_Marshmallows', 'Watermelons', 'Circus_Peanuts', 'Incense', 'The_Dixie_Chicks', 'Steve_Martin', 'Chameleons']","['insane', 'wild', 'deranged']",,Toasted_Marshmallows,Watermelons,Circus_Peanuts,Incense,The_Dixie_Chicks,Steve_Martin,Chameleons,Crazed,6
"['Gummi_Bears', 'Beethoven', 'Howard_Stern', 'Michelangelo', 'Bad_Dreams', 'Firefighters', 'Dolly_Parton']","['not', 'dark', 'not', 'heavy']",,Gummi_Bears,Beethoven,Howard_Stern,Michelangelo,Bad_Dreams,Firefighters,Dolly_Parton,Light,1
"['Band-Aids', 'Camelot', 'Gold_Chains', 'White_Collar_Crime', 'Bugs', 'Honey', 'The_Three_Tenors']","['big', 'not', 'small']",,Band-Aids,Camelot,Gold_Chains,White_Collar_Crime,Bugs,Honey,The_Three_Tenors,Large,34
"['John_Glenn', 'Spit', 'Oil_Spills', 'Paris,_France', 'Catsup', 'Nosebleeds', 'Snow_Cones']","['huge', 'large']",,John_Glenn,Spit,Oil_Spills,"Paris,_France",Catsup,Nosebleeds,Snow_Cones,Gigantic,4
"['South_Africa', 'Power_Tools', 'Mountain_Bikes', 'Peacocks', 'Pirates', 'Sushi', 'Bert_and_Ernie']","['frightening', 'slithering', 'scary']",,South_Africa,Power_Tools,Mountain_Bikes,Peacocks,Pirates,Sushi,Bert_and_Ernie,Creepy,57
"['Beer_and_Pretzels', 'Waxing_The_Floor', 'The_Land_Of_Oz', 'Maui', 'On_The_Roof', 'Winning_The_Lottery', 'Drew_Carey']","['affectionate', 'tactile', 'huggy']",,Beer_and_Pretzels,Waxing_The_Floor,The_Land_Of_Oz,Maui,On_The_Roof,Winning_The_Lottery,Drew_Carey,Touchy-Feely,7
"['My_First_Kiss', 'Cloned_Sheep', 'Farmers', 'Pacific_Ocean', 'Romeo_And_Juliet', 'Waterbeds', 'Spiders']","['foolish', 'dumb', 'moronic']",,My_First_Kiss,Cloned_Sheep,Farmers,Pacific_Ocean,Romeo_And_Juliet,Waterbeds,Spiders,Idiotic,35
"['Good_and_Plenty', 'Boy_Scouts', 'Salads', 'Yo-Yos', 'A_Nine_Iron', 'Driving_A_Car', 'Cockles_and_Mussels']","['easygoing', 'blase', 'nonchalant']",,Good_and_Plenty,Boy_Scouts,Salads,Yo-Yos,A_Nine_Iron,Driving_A_Car,Cockles_and_Mussels,Casual,3
"['Sumo_Wrestlers', 'Pablo_Picasso', 'Rednecks', 'Flies', 'Substitute_Teachers', 'Catsup', 'Cold_Pizza']","['great', 'excellent']",,Sumo_Wrestlers,Pablo_Picasso,Rednecks,Flies,Substitute_Teachers,Catsup,Cold_Pizza,Wonderful,?
"['A_Piano', 'Richard_Nixon', 'Catsup', 'Turtles', 'My_Love_Life', 'Convenience_Stores', 'My_Bedroom']","['snobbish', 'arrogant', 'smug']",,A_Piano,Richard_Nixon,Catsup,Turtles,My_Love_Life,Convenience_Stores,My_Bedroom,Elitist,1
"['Cocaine', 'Airline_Food', 'Scented_Candles', 'San_Francisco', 'Orange_Juice', 'The_Land_Of_Oz', 'Street_Mimes']","['restful', 'calming', 'peaceful']",,Cocaine,Airline_Food,Scented_Candles,San_Francisco,Orange_Juice,The_Land_Of_Oz,Street_Mimes,Relaxing,3
"['Snakes', 'Rocket_Scientists', 'Stunt_People', 'Ticks', 'My_Best_Friend', 'James_Dean', 'My_Bedroom']","['alluring', 'engaging', 'good-looking']",,Snakes,Rocket_Scientists,Stunt_People,Ticks,My_Best_Friend,James_Dean,My_Bedroom,Attractive,6
"['Salt', 'Global_Warming', 'Porsche_Boxster', 'Head_Lice', 'Singing', 'Bee_Stings', 'Jupiter']","['malicious', 'ill-tempered', 'petty']",,Salt,Global_Warming,Porsche_Boxster,Head_Lice,Singing,Bee_Stings,Jupiter,Mean,6
"['Pulling_Weeds', 'Getting_A_Haircut', 'Regis_and_...', 'Snowflakes', 'Cowboys', 'Pajamas', 'Windsurfing']","['soft', 'squishy']",,Pulling_Weeds,Getting_A_Haircut,Regis_and_...,Snowflakes,Cowboys,Pajamas,Windsurfing,Mushy,?
"['A_Few_Good_Men', 'Spontaneous_Combustion', 'Hollywood', 'Billy_Crystal', 'Frank_Sinatra', 'Meatloaf', 'Ancient_Rome']","['reflective', 'gleaming', 'polished']",,A_Few_Good_Men,Spontaneous_Combustion,Hollywood,Billy_Crystal,Frank_Sinatra,Meatloaf,Ancient_Rome,Shiny,35
"['Dictionaries', 'A_Few_Good_Men', 'Waxing_The_Floor', 'Brothers_and_Sisters', 'Speeding_Tickets', 'Cockles_and_Mussels', 'The_Dalai_Lama']","['exhaustive', 'breathtaking', 'monumental']",,Dictionaries,A_Few_Good_Men,Waxing_The_Floor,Brothers_and_Sisters,Speeding_Tickets,Cockles_and_Mussels,The_Dalai_Lama,Overwhelming,5
"['Macaroni_and_Cheese', 'Peaches_and_Cream', 'Wine_Tasting', 'Ragweed', 'My_Dreams', 'Fish_and_Chips', 'The_Academy_Awards']","['frightening', 'electrifying', 'startling']",,Macaroni_and_Cheese,Peaches_and_Cream,Wine_Tasting,Ragweed,My_Dreams,Fish_and_Chips,The_Academy_Awards,Shocking,?
"['Paying_Bills', 'Glaciers', 'John_Wayne', 'Handguns', 'D-Day,_1944', 'Terrorist_Attack', 'Antony_and_Cleopatra']","['irritating', 'bothersome', 'teasing']",,Paying_Bills,Glaciers,John_Wayne,Handguns,"D-Day,_1944",Terrorist_Attack,Antony_and_Cleopatra,Annoying,1456
"['Hawaii', 'Candles', 'Pail_and_Shovel', 'Body_Piercing', 'Creamed_Corn', 'Phone_and_Fax', 'Card_Games']","['mean', 'harsh', 'merciless']",,Hawaii,Candles,Pail_and_Shovel,Body_Piercing,Creamed_Corn,Phone_and_Fax,Card_Games,Cruel,?
"['Slobodan_Milosevic', 'Rice_and_Beans', 'Burger_and_Fries', 'Handguns', 'Eyes', 'Richard_Simmons', 'Cavities']","['pessimistic', 'desperate', 'downhearted']",,Slobodan_Milosevic,Rice_and_Beans,Burger_and_Fries,Handguns,Eyes,Richard_Simmons,Cavities,Hopeless,?
"['The_Renaissance', 'Antony_and_Cleopatra', 'Assault_and_Battery', 'Sledding', 'Looking_For_A_Job', 'Driving_A_Car', 'Math']","['dignified', 'extraordinary', 'acclaimed']",,The_Renaissance,Antony_and_Cleopatra,Assault_and_Battery,Sledding,Looking_For_A_Job,Driving_A_Car,Math,Distinguished,12
"['Victorian_England', 'Europe', 'Snakes', 'Thunder', 'Jacques_Cousteau', 'Peace_and_Love', 'Ben_Stiller']","['sweet', 'well-behaved', 'virtuous']",,Victorian_England,Europe,Snakes,Thunder,Jacques_Cousteau,Peace_and_Love,Ben_Stiller,Goody-Goody,6
"['My_16th_Birthday', 'Corn_Flakes', 'Body_and_Soul', 'A_High_School_Bathroom', 'Vanilla_Pudding', 'Cactus', 'Bananas']","['dignified', 'extraordinary', 'acclaimed']",,My_16th_Birthday,Corn_Flakes,Body_and_Soul,A_High_School_Bathroom,Vanilla_Pudding,Cactus,Bananas,Distinguished,?
"['Strawberry_Shortcake', 'Going_To_The_Gym', 'The_Marx_Brothers', 'My_Job', 'Tobacco_Companies', 'Cows', 'Beavis_and_Butt-Head']","['hurtful', 'unhealthy', 'damaging']",,Strawberry_Shortcake,Going_To_The_Gym,The_Marx_Brothers,My_Job,Tobacco_Companies,Cows,Beavis_and_Butt-Head,Harmful,5
"['Flower_Gardens', 'Skinheads', 'Carpenters', 'Blood_and_Tears', 'Alfred_Hitchcock', 'Sigmund_Freud', 'A_Bad_Haircut']","['theatrical', 'sensational', 'showy']",,Flower_Gardens,Skinheads,Carpenters,Blood_and_Tears,Alfred_Hitchcock,Sigmund_Freud,A_Bad_Haircut,Melodramatic,5
"['Panda_Bears', 'Cocaine', 'Sugar_and_Spice', 'Aladdin', 'Glue', 'Face_Paint', 'Arm_and_A_Leg']","['occupied', 'meddlesome', 'engrossed']",,Panda_Bears,Cocaine,Sugar_and_Spice,Aladdin,Glue,Face_Paint,Arm_and_A_Leg,Busy,2
"['Camels', 'A_Used_Car_Lot', 'Death_and_Dying', 'Getting_A_Haircut', 'Soldiers', 'Mike_Tyson', 'Mudslides']","['chilly', 'icy', 'aloof']",,Camels,A_Used_Car_Lot,Death_and_Dying,Getting_A_Haircut,Soldiers,Mike_Tyson,Mudslides,Cold,37
"['Warts', 'Poodles', 'Fourth_Of_July', 'The_Zoo', 'Bingo', 'Gang_Members', 'Having_An_Operation']","['enchanting', 'miraculous', 'marvelous']",,Warts,Poodles,Fourth_Of_July,The_Zoo,Bingo,Gang_Members,Having_An_Operation,Magical,?
"['Remote_Controls', 'Stretch_Limos', 'Fred_and_Wilma', 'Ice', 'Corn_Flakes', 'Dragons', 'Cowboys']","['lovable', 'charming', 'delightful']",,Remote_Controls,Stretch_Limos,Fred_and_Wilma,Ice,Corn_Flakes,Dragons,Cowboys,Adorable,6
"['A_School_Dance', 'Meat_Cleavers', 'Ancient_Rome', 'Science_Tests', 'Rock_Concert', 'Stuart_Little', 'Playing_Golf']","['scarce', 'unusual', 'half-cooked']",,A_School_Dance,Meat_Cleavers,Ancient_Rome,Science_Tests,Rock_Concert,Stuart_Little,Playing_Golf,Rare,?
"['Driving_Off_A_Cliff', 'Aroma_Therapy', 'Zippers', 'Panda_Bears', 'My_Body', 'Globes', 'Rush_Limbaugh']","['vain', 'smug', 'self-centered']",,Driving_Off_A_Cliff,Aroma_Therapy,Zippers,Panda_Bears,My_Body,Globes,Rush_Limbaugh,Conceited,7
"['Catsup', 'Miniature_Golf', 'Frank_Sinatra', 'Handcuffs', 'Root_Beer_Floats', 'North_Pole', 'Europe']","['puzzling', 'weird']",,Catsup,Miniature_Golf,Frank_Sinatra,Handcuffs,Root_Beer_Floats,North_Pole,Europe,Confusing,2
