7,6,5,synonyms,target,4,hand,3,1,2
Talk_Radio,Steve_Martin,Detroit,"['classic', 'ageless', 'well-established']",Timeless,Meryl_Streep,"['Carpenters', 'Meatloaf', 'Bagels_And_Lox', 'Meryl_Streep', 'Detroit', 'Steve_Martin', 'Talk_Radio']",Bagels_And_Lox,Carpenters,Meatloaf
Will_Smith,Losing_Your_Job,Last_Night,"['plain', 'easy']",Simple,Lemon_Meringue_Pie,"['The_Internet', 'Riding_A_Horse', 'Meat_and_Potatoes', 'Lemon_Meringue_Pie', 'Last_Night', 'Losing_Your_Job', 'Will_Smith']",Meat_and_Potatoes,The_Internet,Riding_A_Horse
An_Igloo,Julia_Roberts,Crystal_Balls,"['dull', 'tedious', 'monotonous']",Boring,Barney,"['Jim_Carrey', 'Venus_and_Mars', 'NASCAR', 'Barney', 'Crystal_Balls', 'Julia_Roberts', 'An_Igloo']",NASCAR,Jim_Carrey,Venus_and_Mars
China,Paying_Taxes,Early_Morning,"['scarce', 'unusual', 'half-cooked']",Rare,The_Cold_War,"['Elmo', 'Being_In_Love', 'Jesse_Jackson', 'The_Cold_War', 'Early_Morning', 'Paying_Taxes', 'China']",Jesse_Jackson,Elmo,Being_In_Love
Socks,A_Hole_In_One,A_Refrigerator,"['hearty', 'robust', 'wholesome']",Healthy,Killer_Whales,"['Magic_Tricks', 'The_Lunchroom', 'Velcro', 'Killer_Whales', 'A_Refrigerator', 'A_Hole_In_One', 'Socks']",Velcro,Magic_Tricks,The_Lunchroom
Treehouse,Sugar,Fast_Food,"['trivial', 'silly', 'shallow']",Frivolous,High_Heels,"['Pine_Trees', 'My_High_School_Prom', 'Communists', 'High_Heels', 'Fast_Food', 'Sugar', 'Treehouse']",Communists,Pine_Trees,My_High_School_Prom
Pickles,Quicksand,Alligators,"['gooey', 'mushy', 'romantic']",Sappy,Fishing,"['Swiss_Chocolate', 'Heaven_and_Hell', 'NYPD', 'Fishing', 'Alligators', 'Quicksand', 'Pickles']",NYPD,Swiss_Chocolate,Heaven_and_Hell
Climbing_A_Tree,Going_To_School,Thelma_and_Louise,"['pleasurable', 'entertaining', 'fun']",Enjoyable,Baked_Beans,"['Big_Dogs', 'Pilots', 'The_Three_Tenors', 'Baked_Beans', 'Thelma_and_Louise', 'Going_To_School', 'Climbing_A_Tree']",The_Three_Tenors,Big_Dogs,Pilots
Tarred_and_Feathered,Fortune_Teller,Ear_Wax,"['thrilling', 'startling', 'melodramatic']",Sensational,My_Refrigerator,"['Rock_Concert', 'Rock_And_Roll', 'Toes', 'My_Refrigerator', 'Ear_Wax', 'Fortune_Teller', 'Tarred_and_Feathered']",Toes,Rock_Concert,Rock_And_Roll
David_Letterman,Car_Bombs,The_Cold_War,"['classic', 'ageless', 'well-established']",Timeless,Dollars_and_Cents,"['Men_In_Black', 'Panning_For_Gold', 'Pomp_and_Circumstance', 'Dollars_and_Cents', 'The_Cold_War', 'Car_Bombs', 'David_Letterman']",Pomp_and_Circumstance,Men_In_Black,Panning_For_Gold
School_Lunch,Electric_Eels,The_Princess_and_The_Pea,"['pleasant', 'kind']",Nice,School_Pictures,"['Bears', 'Viagra', 'Miles_Davis', 'School_Pictures', 'The_Princess_and_The_Pea', 'Electric_Eels', 'School_Lunch']",Miles_Davis,Bears,Viagra
The_Academy_Awards,The_Zoo,Denzel_Washington,"['affectionate', 'comforting', 'welcoming']",Friendly,Stamp_Collecting,"['Lady_and_The_Tramp', 'The_KKK', 'Whoopie_Goldberg', 'Stamp_Collecting', 'Denzel_Washington', 'The_Zoo', 'The_Academy_Awards']",Whoopie_Goldberg,Lady_and_The_Tramp,The_KKK
Clouds,Machine_Guns,Dating,"['idealistic', 'prophetic', 'far-seeing']",Visionary,Looney_Tunes,"['E-Mail', 'A_Bull_Fight', 'Tulips', 'Looney_Tunes', 'Dating', 'Machine_Guns', 'Clouds']",Tulips,E-Mail,A_Bull_Fight
Road_Kill,Swiss_Cheese,Sneezing,"['useful', 'helpful']",Practical,Family_Values,"['Tattoo_Parlors', 'Funerals', 'Having_A_Baby', 'Family_Values', 'Sneezing', 'Swiss_Cheese', 'Road_Kill']",Having_A_Baby,Tattoo_Parlors,Funerals
My_Mom,Hotdogs,Cleveland,"['wealthy', 'affluent', 'moneyed']",Rich,Horseback_Riding,"['The_Three_Stooges', 'Meat_and_Potatoes', 'Flying_A_Kite', 'Horseback_Riding', 'Cleveland', 'Hotdogs', 'My_Mom']",Flying_A_Kite,The_Three_Stooges,Meat_and_Potatoes
Brain_Surgeons,Assault_and_Battery,Hanukkah,"['spiritual', 'secretive', 'esoteric']",Mystical,Cows,"['Raking_Leaves', 'Lemon_Meringue_Pie', 'Scented_Candles', 'Cows', 'Hanukkah', 'Assault_and_Battery', 'Brain_Surgeons']",Scented_Candles,Raking_Leaves,Lemon_Meringue_Pie
Love_Letters,Bow_and_Arrows,Oil_Spills,"['amazing', 'remarkable', 'majestic']",Awesome,Star_Fruit,"['The_Statue_Of_Liberty', 'Cameras', 'Dog_Food', 'Star_Fruit', 'Oil_Spills', 'Bow_and_Arrows', 'Love_Letters']",Dog_Food,The_Statue_Of_Liberty,Cameras
Confucius,Pi¤atas,Here_and_There,"['not', 'curved', 'direct']",Straight,Log_Cabins,"['Vanilla_Pudding', 'Smoke', 'Wrestling', 'Log_Cabins', 'Here_and_There', 'Pi¤atas', 'Confucius']",Wrestling,Vanilla_Pudding,Smoke
Turkeys,Men_In_Black,Saddam_Hussein,"['conscientious', 'ethical', 'scrupulous']",Principled,Cesar_Chavez,"['Cats_and_Dogs', 'Grapes', 'The_Indy_500', 'Cesar_Chavez', 'Saddam_Hussein', 'Men_In_Black', 'Turkeys']",The_Indy_500,Cats_and_Dogs,Grapes
Sport_Utility_Vehicles,Top_Of_A_Rollercoaster,Family_Reunions,"['great', 'excellent']",Wonderful,Cotton_Candy,"['Mike_Tyson', ""At_My_Parent's_House"", 'Monitor_and_The_Merrimac', 'Cotton_Candy', 'Family_Reunions', 'Top_Of_A_Rollercoaster', 'Sport_Utility_Vehicles']",Monitor_and_The_Merrimac,Mike_Tyson,At_My_Parent's_House
Coral_Reef,Bats_and_Balls,Mom's_Cooking,"['puzzling', 'weird']",Confusing,Victorian_England,"['Garth_Brooks', 'Boxing', 'Mice', 'Victorian_England', ""Mom's_Cooking"", 'Bats_and_Balls', 'Coral_Reef']",Mice,Garth_Brooks,Boxing
Abraham_Lincoln,Barbershops,A_Morgue,"['amusing', 'comic', 'odd']",Funny,Lewis_and_Clark,"['Cleopatra', 'The_1980s', 'Corn_Flakes', 'Lewis_and_Clark', 'A_Morgue', 'Barbershops', 'Abraham_Lincoln']",Corn_Flakes,Cleopatra,The_1980s
Superman,Science_Fiction,Death_Valley,"['alluring', 'engaging', 'good-looking']",Attractive,Thomas_Edison,"['Rollerblading', 'Factories', 'Drunk_Drivers', 'Thomas_Edison', 'Death_Valley', 'Science_Fiction', 'Superman']",Drunk_Drivers,Rollerblading,Factories
Meat_and_Potatoes,Wood_Chippers,San_Francisco,"['interesting', 'attractive']",Fascinating,My_Past,"['Greenpeace', 'Tibet', 'Lifeguard', 'My_Past', 'San_Francisco', 'Wood_Chippers', 'Meat_and_Potatoes']",Lifeguard,Greenpeace,Tibet
A_Car_Crash,Herb_Gardens,Hairballs,"['insulting', 'vulgar', 'attacking']",Offensive,Play-Doh,"['Florence_Nightengale', 'Jimmy_Stewart', 'Spit', 'Play-Doh', 'Hairballs', 'Herb_Gardens', 'A_Car_Crash']",Spit,Florence_Nightengale,Jimmy_Stewart
Jenna_and_Barbara,Canoes,Finger_Painting,"['elderly', 'old', 'antique']",Ancient,High_School_Football,"['The_Opera', 'The_Wright_Brothers', 'Postal_Workers', 'High_School_Football', 'Finger_Painting', 'Canoes', 'Jenna_and_Barbara']",Postal_Workers,The_Opera,The_Wright_Brothers
Star_Fruit,Hammerhead_Sharks,Water_Parks,"['alluring', 'magnetic', 'charming']",Charismatic,Jacques_Cousteau,"['Birthday_Cake', 'AIDS', 'Hillary_Rodham_Clinton', 'Jacques_Cousteau', 'Water_Parks', 'Hammerhead_Sharks', 'Star_Fruit']",Hillary_Rodham_Clinton,Birthday_Cake,AIDS
Owls,Monitor_and_The_Merrimac,Greenpeace,"['dignified', 'satisfied']",Proud,Snoopy_and_The_Red_Barron,"['Meryl_Streep', 'Bus_Drivers', 'Whipped_Cream', 'Snoopy_and_The_Red_Barron', 'Greenpeace', 'Monitor_and_The_Merrimac', 'Owls']",Whipped_Cream,Meryl_Streep,Bus_Drivers
Saturn,Mashed_Potatoes,Rust,"['thoughtful', 'contemplative', 'wise']",Philosophical,Martha_Stewart,"['Witches', 'Julia_Roberts', 'Truck_Drivers', 'Martha_Stewart', 'Rust', 'Mashed_Potatoes', 'Saturn']",Truck_Drivers,Witches,Julia_Roberts
Thunderstorms,Warts,Europe,"['intelligent', 'ingenious', 'witty']",Clever,The_French_Riviera,"['Nuclear_Power_Plants', 'Octopus', 'Death_Valley', 'The_French_Riviera', 'Europe', 'Warts', 'Thunderstorms']",Death_Valley,Nuclear_Power_Plants,Octopus
Milwaukee,Liver_And_Onions,Incense,"['risky', 'chancy', 'hazardous']",Dangerous,Science_Fiction,"['Sleeping_Pills', 'State_Fair', 'The_Great_Barrier_Reef', 'Science_Fiction', 'Incense', 'Liver_And_Onions', 'Milwaukee']",The_Great_Barrier_Reef,Sleeping_Pills,State_Fair
Country_Music,Taking_A_Bath,Winning_A_Trophy,"['delicate', 'fragile', 'thin']",Dainty,Abraham_Lincoln,"['Feathers', 'The_Williams_Sisters', 'The_NRA', 'Abraham_Lincoln', 'Winning_A_Trophy', 'Taking_A_Bath', 'Country_Music']",The_NRA,Feathers,The_Williams_Sisters
Cary_Grant,King_Henry_VIII,Wrestling,"['different', 'eccentric', 'bizarre']",Odd,Lawyers,"['Cowboys_and_Indians', 'Stars', 'Zippers', 'Lawyers', 'Wrestling', 'King_Henry_VIII', 'Cary_Grant']",Zippers,Cowboys_and_Indians,Stars
Boxing,Pride_and_Prejudice,Bruises,"['frightening', 'electrifying', 'startling']",Shocking,Pi¤atas,"['Quicksand', 'Choir_Boys', 'Ball_and_Chain', 'Pi¤atas', 'Bruises', 'Pride_and_Prejudice', 'Boxing']",Ball_and_Chain,Quicksand,Choir_Boys
Glue,Ben_Stiller,Chinatown,"['broad', 'thick']",Wide,Mom_and_Pop,"['Hard_Boiled_Eggs', 'The_Old_Man_And_The_Sea', 'Women', 'Mom_and_Pop', 'Chinatown', 'Ben_Stiller', 'Glue']",Women,Hard_Boiled_Eggs,The_Old_Man_And_The_Sea
Going_To_The_Gym,Shopping,A_Saw,"['effortless', 'gentle', 'promiscuous']",Easy,Detroit,"['Raking_Leaves', 'Ghosts_and_Goblins', 'Water', 'Detroit', 'A_Saw', 'Shopping', 'Going_To_The_Gym']",Water,Raking_Leaves,Ghosts_and_Goblins
Writing_A_Letter,Romeo_And_Juliet,Bart_Simpson,"['circular', 'ring', 'shaped']",Round,Volcanoes,"['Supermodels', 'Shrimp', 'Witches', 'Volcanoes', 'Bart_Simpson', 'Romeo_And_Juliet', 'Writing_A_Letter']",Witches,Supermodels,Shrimp
The_Ocean,Mount_Vesuvius,Wall_Street,"['complicated', 'hard']",Difficult,Lethal_Injection,"['Truck_Drivers', 'Lifeguard', 'Cherries', 'Lethal_Injection', 'Wall_Street', 'Mount_Vesuvius', 'The_Ocean']",Cherries,Truck_Drivers,Lifeguard
The_Three_Stooges,Snoopy,Arsenic_and_Old_Lace,"['concealed', 'covert', 'veiled']",Secretive,Mittens,"['Dog_Days', 'Hit_and_Run', 'Ice_and_Snow', 'Mittens', 'Arsenic_and_Old_Lace', 'Snoopy', 'The_Three_Stooges']",Ice_and_Snow,Dog_Days,Hit_and_Run
Breaking_and_Entering,Garages,Tyrannosaurus_Rex,"['pure', 'simple', 'unadorned']",Natural,Muddy_Feet,"['Brushing_Your_Teeth', 'Cher', 'Swiss_Cheese', 'Muddy_Feet', 'Tyrannosaurus_Rex', 'Garages', 'Breaking_and_Entering']",Swiss_Cheese,Brushing_Your_Teeth,Cher
Casinos,Food_and_Shelter,Wood_Chippers,"['pure', 'simple', 'unadorned']",Natural,Flies,"['A_Flat_Tire', 'Macaroni_and_Cheese', 'Redwood_Forests', 'Flies', 'Wood_Chippers', 'Food_and_Shelter', 'Casinos']",Redwood_Forests,A_Flat_Tire,Macaroni_and_Cheese
*NSYNC,Frisbees,My_Room,"['fun', 'frisky', 'entertaining']",Playful,Ice,"['Stomach_Ache', 'Watching_Cartoons', 'My_Father', 'Ice', 'My_Room', 'Frisbees', '*NSYNC']",My_Father,Stomach_Ache,Watching_Cartoons
Beer,Cockles_and_Mussels,Spinach,"['amazing', 'remarkable', 'majestic']",Awesome,Winnie_The_Pooh,"['Pigs', 'Baseball_Fields', 'A_Tree_House', 'Winnie_The_Pooh', 'Spinach', 'Cockles_and_Mussels', 'Beer']",A_Tree_House,Pigs,Baseball_Fields
Sesame_Street,The_President,Telemarketers,"['crazy', 'funny', 'wacky']",Zany,Plane_Crashes,"['Pine_Cones', 'Ginseng', 'Meat_and_Potatoes', 'Plane_Crashes', 'Telemarketers', 'The_President', 'Sesame_Street']",Meat_and_Potatoes,Pine_Cones,Ginseng
Tornadoes,Teeth,Gravy,"['kooky', 'foolish', 'nutlike']",Nutty,Baseball_Fields,"['Star_Fruit', 'Drunk_Drivers', 'Greenpeace', 'Baseball_Fields', 'Gravy', 'Teeth', 'Tornadoes']",Greenpeace,Star_Fruit,Drunk_Drivers
Crazy_Horse,Pineapple,Florence_Nightengale,"['respectful', 'well-mannered']",Polite,Power_Drills,"['Carnival_Workers', 'A_Surprise', '*NSYNC', 'Power_Drills', 'Florence_Nightengale', 'Pineapple', 'Crazy_Horse']",*NSYNC,Carnival_Workers,A_Surprise
Elvis_Presley,Snowboarding,Swiss_Bank_Accounts,"['kooky', 'foolish', 'nutlike']",Nutty,Knife_and_Fork,"['Pit_Bulls', 'Robert_DeNiro', 'Divorce', 'Knife_and_Fork', 'Swiss_Bank_Accounts', 'Snowboarding', 'Elvis_Presley']",Divorce,Pit_Bulls,Robert_DeNiro
Bullfighting,Cell_Phones,Mom's_Cooking,"['useful', 'helpful']",Practical,Hummingbirds,"['Tobacco_Companies', 'Woody_Allen', 'Country_Music', 'Hummingbirds', ""Mom's_Cooking"", 'Cell_Phones', 'Bullfighting']",Country_Music,Tobacco_Companies,Woody_Allen
Nuts_and_Bolts,Birthday_Cake,Mount_Rushmore,"['male', 'manly', 'virile']",Masculine,Rock_Concert,"['High_Heels', 'Goldfish', 'Helen_Keller', 'Rock_Concert', 'Mount_Rushmore', 'Birthday_Cake', 'Nuts_and_Bolts']",Helen_Keller,High_Heels,Goldfish
Actors,The_Circus,Zippers,"['perky', 'lively', 'spirited']",Spunky,Frog_and_Toad,"['Catherine_Zeta-Jones', 'South_Africa', 'Bee_Stings', 'Frog_and_Toad', 'Zippers', 'The_Circus', 'Actors']",Bee_Stings,Catherine_Zeta-Jones,South_Africa
Chutes_and_Ladders,Mountain_Bikes,"Washington,_DC","['very', 'bad', 'horrible']",Awful,Pineapple,"['Large_Mouth_Bass', 'A_Nine_Iron', 'Pink_Flamingos', 'Pineapple', 'Washington,_DC', 'Mountain_Bikes', 'Chutes_and_Ladders']",Pink_Flamingos,Large_Mouth_Bass,A_Nine_Iron
Life_Jackets,Reading_and_Writing,Nosebleeds,"['pleasant', 'kind']",Nice,Hangnails,"['Rock_Concerts', 'Turkeys', 'Dr._Laura', 'Hangnails', 'Nosebleeds', 'Reading_and_Writing', 'Life_Jackets']",Dr._Laura,Rock_Concerts,Turkeys
Aristotle,The_South,A_Little_White_Lie,"['experienced', 'sophisticated', 'materialistic']",Worldly,Butter,"['Spilled_Milk', 'High_School', 'Darth_Vader', 'Butter', 'A_Little_White_Lie', 'The_South', 'Aristotle']",Darth_Vader,Spilled_Milk,High_School
Me_and_My_Shadow,Pond_Scum,Running_A_Marathon,"['expert', 'talented']",Skillful,Body_Piercing,"['Socks', 'New_Shoes', 'Baby_Showers', 'Body_Piercing', 'Running_A_Marathon', 'Pond_Scum', 'Me_and_My_Shadow']",Baby_Showers,Socks,New_Shoes
Fishing,Japan,Teeth,"['nice', 'helpful']",Kind,Intellectuals,"['Jonah_and_The_Whale', 'Michelle_Pfeiffer', 'Global_Warming', 'Intellectuals', 'Teeth', 'Japan', 'Fishing']",Global_Warming,Jonah_and_The_Whale,Michelle_Pfeiffer
Gold,Floods,Crazy_Horse,"['sloppy', 'disorderly', 'unclean']",Messy,Ghost_Towns,"['Will_Smith', ""Schindler's_List"", 'Water', 'Ghost_Towns', 'Crazy_Horse', 'Floods', 'Gold']",Water,Will_Smith,Schindler's_List
Barbie_and_Ken,Doctors_and_Dentists,Jonah_and_The_Whale,"['cheerful', 'joyous', 'merry']",Jolly,Stuart_Little,"['Black_Lingerie', 'Lox_and_Bagels', 'Yin_and_Yang', 'Stuart_Little', 'Jonah_and_The_Whale', 'Doctors_and_Dentists', 'Barbie_and_Ken']",Yin_and_Yang,Black_Lingerie,Lox_and_Bagels
Chameleons,Steve_Martin,The_Dixie_Chicks,"['insane', 'wild', 'deranged']",Crazed,Incense,"['Toasted_Marshmallows', 'Watermelons', 'Circus_Peanuts', 'Incense', 'The_Dixie_Chicks', 'Steve_Martin', 'Chameleons']",Circus_Peanuts,Toasted_Marshmallows,Watermelons
Dolly_Parton,Firefighters,Bad_Dreams,"['not', 'dark', 'not', 'heavy']",Light,Michelangelo,"['Gummi_Bears', 'Beethoven', 'Howard_Stern', 'Michelangelo', 'Bad_Dreams', 'Firefighters', 'Dolly_Parton']",Howard_Stern,Gummi_Bears,Beethoven
The_Three_Tenors,Honey,Bugs,"['big', 'not', 'small']",Large,White_Collar_Crime,"['Band-Aids', 'Camelot', 'Gold_Chains', 'White_Collar_Crime', 'Bugs', 'Honey', 'The_Three_Tenors']",Gold_Chains,Band-Aids,Camelot
Snow_Cones,Nosebleeds,Catsup,"['huge', 'large']",Gigantic,"Paris,_France","['John_Glenn', 'Spit', 'Oil_Spills', 'Paris,_France', 'Catsup', 'Nosebleeds', 'Snow_Cones']",Oil_Spills,John_Glenn,Spit
Bert_and_Ernie,Sushi,Pirates,"['frightening', 'slithering', 'scary']",Creepy,Peacocks,"['South_Africa', 'Power_Tools', 'Mountain_Bikes', 'Peacocks', 'Pirates', 'Sushi', 'Bert_and_Ernie']",Mountain_Bikes,South_Africa,Power_Tools
Drew_Carey,Winning_The_Lottery,On_The_Roof,"['affectionate', 'tactile', 'huggy']",Touchy-Feely,Maui,"['Beer_and_Pretzels', 'Waxing_The_Floor', 'The_Land_Of_Oz', 'Maui', 'On_The_Roof', 'Winning_The_Lottery', 'Drew_Carey']",The_Land_Of_Oz,Beer_and_Pretzels,Waxing_The_Floor
Spiders,Waterbeds,Romeo_And_Juliet,"['foolish', 'dumb', 'moronic']",Idiotic,Pacific_Ocean,"['My_First_Kiss', 'Cloned_Sheep', 'Farmers', 'Pacific_Ocean', 'Romeo_And_Juliet', 'Waterbeds', 'Spiders']",Farmers,My_First_Kiss,Cloned_Sheep
Cockles_and_Mussels,Driving_A_Car,A_Nine_Iron,"['easygoing', 'blase', 'nonchalant']",Casual,Yo-Yos,"['Good_and_Plenty', 'Boy_Scouts', 'Salads', 'Yo-Yos', 'A_Nine_Iron', 'Driving_A_Car', 'Cockles_and_Mussels']",Salads,Good_and_Plenty,Boy_Scouts
Cold_Pizza,Catsup,Substitute_Teachers,"['great', 'excellent']",Wonderful,Flies,"['Sumo_Wrestlers', 'Pablo_Picasso', 'Rednecks', 'Flies', 'Substitute_Teachers', 'Catsup', 'Cold_Pizza']",Rednecks,Sumo_Wrestlers,Pablo_Picasso
My_Bedroom,Convenience_Stores,My_Love_Life,"['snobbish', 'arrogant', 'smug']",Elitist,Turtles,"['A_Piano', 'Richard_Nixon', 'Catsup', 'Turtles', 'My_Love_Life', 'Convenience_Stores', 'My_Bedroom']",Catsup,A_Piano,Richard_Nixon
Street_Mimes,The_Land_Of_Oz,Orange_Juice,"['restful', 'calming', 'peaceful']",Relaxing,San_Francisco,"['Cocaine', 'Airline_Food', 'Scented_Candles', 'San_Francisco', 'Orange_Juice', 'The_Land_Of_Oz', 'Street_Mimes']",Scented_Candles,Cocaine,Airline_Food
My_Bedroom,James_Dean,My_Best_Friend,"['alluring', 'engaging', 'good-looking']",Attractive,Ticks,"['Snakes', 'Rocket_Scientists', 'Stunt_People', 'Ticks', 'My_Best_Friend', 'James_Dean', 'My_Bedroom']",Stunt_People,Snakes,Rocket_Scientists
Jupiter,Bee_Stings,Singing,"['malicious', 'ill-tempered', 'petty']",Mean,Head_Lice,"['Salt', 'Global_Warming', 'Porsche_Boxster', 'Head_Lice', 'Singing', 'Bee_Stings', 'Jupiter']",Porsche_Boxster,Salt,Global_Warming
Windsurfing,Pajamas,Cowboys,"['soft', 'squishy']",Mushy,Snowflakes,"['Pulling_Weeds', 'Getting_A_Haircut', 'Regis_and_...', 'Snowflakes', 'Cowboys', 'Pajamas', 'Windsurfing']",Regis_and_...,Pulling_Weeds,Getting_A_Haircut
Ancient_Rome,Meatloaf,Frank_Sinatra,"['reflective', 'gleaming', 'polished']",Shiny,Billy_Crystal,"['A_Few_Good_Men', 'Spontaneous_Combustion', 'Hollywood', 'Billy_Crystal', 'Frank_Sinatra', 'Meatloaf', 'Ancient_Rome']",Hollywood,A_Few_Good_Men,Spontaneous_Combustion
The_Dalai_Lama,Cockles_and_Mussels,Speeding_Tickets,"['exhaustive', 'breathtaking', 'monumental']",Overwhelming,Brothers_and_Sisters,"['Dictionaries', 'A_Few_Good_Men', 'Waxing_The_Floor', 'Brothers_and_Sisters', 'Speeding_Tickets', 'Cockles_and_Mussels', 'The_Dalai_Lama']",Waxing_The_Floor,Dictionaries,A_Few_Good_Men
The_Academy_Awards,Fish_and_Chips,My_Dreams,"['frightening', 'electrifying', 'startling']",Shocking,Ragweed,"['Macaroni_and_Cheese', 'Peaches_and_Cream', 'Wine_Tasting', 'Ragweed', 'My_Dreams', 'Fish_and_Chips', 'The_Academy_Awards']",Wine_Tasting,Macaroni_and_Cheese,Peaches_and_Cream
Antony_and_Cleopatra,Terrorist_Attack,"D-Day,_1944","['irritating', 'bothersome', 'teasing']",Annoying,Handguns,"['Paying_Bills', 'Glaciers', 'John_Wayne', 'Handguns', 'D-Day,_1944', 'Terrorist_Attack', 'Antony_and_Cleopatra']",John_Wayne,Paying_Bills,Glaciers
Card_Games,Phone_and_Fax,Creamed_Corn,"['mean', 'harsh', 'merciless']",Cruel,Body_Piercing,"['Hawaii', 'Candles', 'Pail_and_Shovel', 'Body_Piercing', 'Creamed_Corn', 'Phone_and_Fax', 'Card_Games']",Pail_and_Shovel,Hawaii,Candles
Cavities,Richard_Simmons,Eyes,"['pessimistic', 'desperate', 'downhearted']",Hopeless,Handguns,"['Slobodan_Milosevic', 'Rice_and_Beans', 'Burger_and_Fries', 'Handguns', 'Eyes', 'Richard_Simmons', 'Cavities']",Burger_and_Fries,Slobodan_Milosevic,Rice_and_Beans
Math,Driving_A_Car,Looking_For_A_Job,"['dignified', 'extraordinary', 'acclaimed']",Distinguished,Sledding,"['The_Renaissance', 'Antony_and_Cleopatra', 'Assault_and_Battery', 'Sledding', 'Looking_For_A_Job', 'Driving_A_Car', 'Math']",Assault_and_Battery,The_Renaissance,Antony_and_Cleopatra
Ben_Stiller,Peace_and_Love,Jacques_Cousteau,"['sweet', 'well-behaved', 'virtuous']",Goody-Goody,Thunder,"['Victorian_England', 'Europe', 'Snakes', 'Thunder', 'Jacques_Cousteau', 'Peace_and_Love', 'Ben_Stiller']",Snakes,Victorian_England,Europe
Bananas,Cactus,Vanilla_Pudding,"['dignified', 'extraordinary', 'acclaimed']",Distinguished,A_High_School_Bathroom,"['My_16th_Birthday', 'Corn_Flakes', 'Body_and_Soul', 'A_High_School_Bathroom', 'Vanilla_Pudding', 'Cactus', 'Bananas']",Body_and_Soul,My_16th_Birthday,Corn_Flakes
Creamed_Corn,Bonnie_and_Clyde,Farms,"['page', 'e-mail', 'either']",Apples_To_Apples,Ball_and_Chain,"['Beef_Stew', 'The_Library', 'The_1990s', 'Ball_and_Chain', 'Farms', 'Bonnie_and_Clyde', 'Creamed_Corn']",The_1990s,Beef_Stew,The_Library
Beavis_and_Butt-Head,Cows,Tobacco_Companies,"['hurtful', 'unhealthy', 'damaging']",Harmful,My_Job,"['Strawberry_Shortcake', 'Going_To_The_Gym', 'The_Marx_Brothers', 'My_Job', 'Tobacco_Companies', 'Cows', 'Beavis_and_Butt-Head']",The_Marx_Brothers,Strawberry_Shortcake,Going_To_The_Gym
A_Bad_Haircut,Sigmund_Freud,Alfred_Hitchcock,"['theatrical', 'sensational', 'showy']",Melodramatic,Blood_and_Tears,"['Flower_Gardens', 'Skinheads', 'Carpenters', 'Blood_and_Tears', 'Alfred_Hitchcock', 'Sigmund_Freud', 'A_Bad_Haircut']",Carpenters,Flower_Gardens,Skinheads
Arm_and_A_Leg,Face_Paint,Glue,"['occupied', 'meddlesome', 'engrossed']",Busy,Aladdin,"['Panda_Bears', 'Cocaine', 'Sugar_and_Spice', 'Aladdin', 'Glue', 'Face_Paint', 'Arm_and_A_Leg']",Sugar_and_Spice,Panda_Bears,Cocaine
Mudslides,Mike_Tyson,Soldiers,"['chilly', 'icy', 'aloof']",Cold,Getting_A_Haircut,"['Camels', 'A_Used_Car_Lot', 'Death_and_Dying', 'Getting_A_Haircut', 'Soldiers', 'Mike_Tyson', 'Mudslides']",Death_and_Dying,Camels,A_Used_Car_Lot
Having_An_Operation,Gang_Members,Bingo,"['enchanting', 'miraculous', 'marvelous']",Magical,The_Zoo,"['Warts', 'Poodles', 'Fourth_Of_July', 'The_Zoo', 'Bingo', 'Gang_Members', 'Having_An_Operation']",Fourth_Of_July,Warts,Poodles
Cowboys,Dragons,Corn_Flakes,"['lovable', 'charming', 'delightful']",Adorable,Ice,"['Remote_Controls', 'Stretch_Limos', 'Fred_and_Wilma', 'Ice', 'Corn_Flakes', 'Dragons', 'Cowboys']",Fred_and_Wilma,Remote_Controls,Stretch_Limos
Playing_Golf,Stuart_Little,Rock_Concert,"['scarce', 'unusual', 'half-cooked']",Rare,Science_Tests,"['A_School_Dance', 'Meat_Cleavers', 'Ancient_Rome', 'Science_Tests', 'Rock_Concert', 'Stuart_Little', 'Playing_Golf']",Ancient_Rome,A_School_Dance,Meat_Cleavers
Rush_Limbaugh,Globes,My_Body,"['vain', 'smug', 'self-centered']",Conceited,Panda_Bears,"['Driving_Off_A_Cliff', 'Aroma_Therapy', 'Zippers', 'Panda_Bears', 'My_Body', 'Globes', 'Rush_Limbaugh']",Zippers,Driving_Off_A_Cliff,Aroma_Therapy
Europe,North_Pole,Root_Beer_Floats,"['puzzling', 'weird']",Confusing,Handcuffs,"['Catsup', 'Miniature_Golf', 'Frank_Sinatra', 'Handcuffs', 'Root_Beer_Floats', 'North_Pole', 'Europe']",Frank_Sinatra,Catsup,Miniature_Golf
Fat,Eating_Breakfast,Scene_Of_The_Crime,"['pointed', 'keen', 'acute']",Sharp,Flying_A_Kite,"['Freaks_and_Geeks', 'Michael_Jackson', 'Wimbledon', 'Flying_A_Kite', 'Scene_Of_The_Crime', 'Eating_Breakfast', 'Fat']",Wimbledon,Freaks_and_Geeks,Michael_Jackson
